Data,Hora,Timestamp_Sistema,Temp_Centro_C,Temp_Max_C,,
2026-04-07,11:55:34,20260407_115534,18,23,32,66
2026-04-07,11:55:39,20260407_115539,18,10,32,66
2026-04-07,11:55:44,20260407_115544,18,4,32,60
2026-04-07,11:55:49,20260407_115549,18,4,32,60
2026-04-07,11:55:54,20260407_115554,17,98,32,54
2026-04-07,11:55:59,20260407_115559,17,98,32,54
2026-04-07,11:56:04,20260407_115604,17,98,32,60
2026-04-07,11:56:09,20260407_115609,17,98,32,60
2026-04-07,11:56:14,20260407_115614,17,98,32,66
2026-04-07,11:56:19,20260407_115619,17,91,32,54
2026-04-07,11:56:24,20260407_115624,17,91,32,60
2026-04-07,11:56:29,20260407_115629,17,85,32,54
2026-04-07,11:56:34,20260407_115634,18,10,32,91
2026-04-07,11:56:39,20260407_115639,18,10,32,98
2026-04-07,11:56:44,20260407_115644,18,4,32,91
2026-04-07,11:56:49,20260407_115649,18,4,32,85
2026-04-07,11:56:54,20260407_115654,17,98,32,85
2026-04-07,11:56:59,20260407_115659,17,98,32,91
2026-04-07,11:57:04,20260407_115704,17,98,32,91
2026-04-07,11:57:09,20260407_115709,17,98,32,85
2026-04-07,11:57:14,20260407_115714,17,98,32,79
2026-04-07,11:57:19,20260407_115719,17,91,32,85
2026-04-07,11:57:24,20260407_115724,17,98,32,79
2026-04-07,11:57:29,20260407_115729,17,85,32,85
2026-04-07,11:57:34,20260407_115734,17,85,32,85
2026-04-07,11:57:39,20260407_115739,17,85,32,79
2026-04-07,11:57:44,20260407_115744,17,79,32,79
2026-04-07,11:57:49,20260407_115749,17,79,32,79
2026-04-07,11:57:54,20260407_115754,17,85,32,91
2026-04-07,11:57:59,20260407_115759,17,85,32,91
2026-04-07,11:58:04,20260407_115804,18,10,33,10
2026-04-07,11:58:09,20260407_115809,18,10,33,16
2026-04-07,11:58:14,20260407_115814,18,10,33,16
2026-04-07,11:58:19,20260407_115819,18,4,33,23
2026-04-07,11:58:24,20260407_115824,18,4,33,23
2026-04-07,11:58:29,20260407_115829,18,10,33,23
2026-04-07,11:58:34,20260407_115834,18,4,32,98
2026-04-07,11:58:39,20260407_115839,18,4,32,91
2026-04-07,11:58:44,20260407_115844,17,98,32,91
2026-04-07,11:58:49,20260407_115849,18,4,32,85
2026-04-07,11:58:54,20260407_115854,18,4,32,79
2026-04-07,11:58:59,20260407_115859,18,4,32,79
2026-04-07,11:59:04,20260407_115904,18,10,32,73
2026-04-07,11:59:09,20260407_115909,18,10,32,85
2026-04-07,11:59:14,20260407_115914,18,10,32,79
2026-04-07,11:59:19,20260407_115919,18,10,32,85
2026-04-07,11:59:24,20260407_115924,18,10,32,85
2026-04-07,11:59:29,20260407_115929,18,10,32,85
2026-04-07,11:59:34,20260407_115934,18,16,32,85
2026-04-07,11:59:39,20260407_115939,18,16,32,91
2026-04-07,11:59:44,20260407_115944,18,23,32,85
2026-04-07,11:59:49,20260407_115949,18,23,32,79
2026-04-07,11:59:54,20260407_115954,18,23,32,73
2026-04-07,11:59:59,20260407_115959,18,23,32,73
2026-04-07,12:00:04,20260407_120004,18,29,32,73
2026-04-07,12:00:09,20260407_120009,18,29,32,66
2026-04-07,12:00:14,20260407_120014,18,29,32,73
2026-04-07,12:00:19,20260407_120019,18,29,32,85
2026-04-07,12:00:24,20260407_120024,18,29,32,91
2026-04-07,12:00:29,20260407_120029,18,29,32,85
2026-04-07,12:00:34,20260407_120034,18,35,32,91
2026-04-07,12:00:39,20260407_120039,18,41,32,85
2026-04-07,12:00:44,20260407_120044,18,35,32,91
2026-04-07,12:00:49,20260407_120049,18,41,32,98
2026-04-07,12:00:54,20260407_120054,18,41,32,98
2026-04-07,12:00:59,20260407_120059,18,41,33,10
2026-04-07,12:01:04,20260407_120104,18,41,32,98
2026-04-07,12:01:09,20260407_120109,18,41,32,98
2026-04-07,12:01:14,20260407_120114,18,41,32,98
2026-04-07,12:01:19,20260407_120119,18,41,32,91
2026-04-07,12:01:24,20260407_120124,18,48,32,91
2026-04-07,12:01:29,20260407_120129,18,48,32,85
2026-04-07,12:01:34,20260407_120134,18,48,32,79
2026-04-07,12:01:39,20260407_120139,18,54,32,85
2026-04-07,12:01:44,20260407_120144,18,54,32,91
2026-04-07,12:01:49,20260407_120149,18,54,32,91
2026-04-07,12:01:54,20260407_120154,18,54,32,91
2026-04-07,12:01:59,20260407_120159,18,66,32,85
2026-04-07,12:02:04,20260407_120204,18,66,32,91
2026-04-07,12:02:09,20260407_120209,18,66,32,91
2026-04-07,12:02:14,20260407_120214,18,66,32,91
2026-04-07,12:02:19,20260407_120219,18,60,32,85
2026-04-07,12:02:24,20260407_120224,18,66,32,91
2026-04-07,12:02:29,20260407_120229,18,66,32,85
2026-04-07,12:02:34,20260407_120234,18,66,32,85
2026-04-07,12:02:39,20260407_120239,18,85,32,85
2026-04-07,12:02:44,20260407_120244,18,73,32,85
2026-04-07,12:02:49,20260407_120249,18,73,32,79
2026-04-07,12:02:54,20260407_120254,18,73,32,91
2026-04-07,12:02:59,20260407_120259,18,79,32,91
2026-04-07,12:03:04,20260407_120304,18,73,32,85
2026-04-07,12:03:09,20260407_120309,18,85,32,79
2026-04-07,12:03:14,20260407_120314,18,73,32,79
2026-04-07,12:03:19,20260407_120319,18,85,32,79
2026-04-07,12:03:24,20260407_120324,18,85,32,79
2026-04-07,12:03:29,20260407_120329,18,85,32,85
2026-04-07,12:03:34,20260407_120334,18,91,32,91
2026-04-07,12:03:39,20260407_120339,18,85,32,98
2026-04-07,12:03:44,20260407_120344,18,85,32,98
2026-04-07,12:03:49,20260407_120349,18,85,32,91
2026-04-07,12:03:54,20260407_120354,18,85,33,4
2026-04-07,12:03:59,20260407_120359,18,91,32,98
2026-04-07,12:04:04,20260407_120404,18,91,32,91
2026-04-07,12:04:09,20260407_120409,18,66,32,60
2026-04-07,12:04:14,20260407_120414,18,66,32,66
2026-04-07,12:04:19,20260407_120419,18,73,32,54
2026-04-07,12:04:24,20260407_120424,18,73,32,60
2026-04-07,12:04:29,20260407_120429,18,79,32,66
2026-04-07,12:04:34,20260407_120434,18,73,32,79
2026-04-07,12:04:39,20260407_120439,18,79,32,79
2026-04-07,12:04:44,20260407_120444,18,85,32,66
2026-04-07,12:04:49,20260407_120449,18,85,32,73
2026-04-07,12:04:54,20260407_120454,18,85,32,73
2026-04-07,12:04:59,20260407_120459,18,79,32,73
2026-04-07,12:05:04,20260407_120504,18,85,32,73
2026-04-07,12:05:09,20260407_120509,18,85,32,66
2026-04-07,12:05:14,20260407_120514,18,85,32,60
2026-04-07,12:05:19,20260407_120519,18,85,32,54
2026-04-07,12:05:24,20260407_120524,18,85,32,48
2026-04-07,12:05:30,20260407_120530,18,85,32,48
2026-04-07,12:05:35,20260407_120535,18,91,32,48
2026-04-07,12:05:40,20260407_120540,18,85,32,48
2026-04-07,12:05:45,20260407_120545,18,85,32,54
2026-04-07,12:05:50,20260407_120550,18,91,32,54
2026-04-07,12:05:55,20260407_120555,18,98,32,60
2026-04-07,12:06:00,20260407_120600,18,91,32,48
2026-04-07,12:06:05,20260407_120605,18,91,32,54
2026-04-07,12:06:10,20260407_120610,18,98,32,66
2026-04-07,12:06:15,20260407_120615,18,98,32,73
2026-04-07,12:06:20,20260407_120620,18,98,32,79
2026-04-07,12:06:25,20260407_120625,19,4,32,85
2026-04-07,12:06:30,20260407_120630,18,98,32,85
2026-04-07,12:06:35,20260407_120635,19,10,32,91
2026-04-07,12:06:40,20260407_120640,19,10,32,98
2026-04-07,12:06:45,20260407_120645,19,10,32,98
2026-04-07,12:06:50,20260407_120650,19,10,32,98
2026-04-07,12:06:55,20260407_120655,19,16,32,91
2026-04-07,12:07:00,20260407_120700,19,16,32,98
2026-04-07,12:07:05,20260407_120705,19,16,33,16
2026-04-07,12:07:10,20260407_120710,19,16,33,23
2026-04-07,12:07:15,20260407_120715,19,16,33,29
2026-04-07,12:07:20,20260407_120720,19,16,33,29
2026-04-07,12:07:25,20260407_120725,19,16,33,23
2026-04-07,12:07:30,20260407_120730,19,16,33,29
2026-04-07,12:07:35,20260407_120735,19,16,33,29
2026-04-07,12:07:40,20260407_120740,19,16,33,29
2026-04-07,12:07:45,20260407_120745,19,16,33,29
2026-04-07,12:07:50,20260407_120750,19,16,33,29
2026-04-07,12:07:55,20260407_120755,19,16,33,29
2026-04-07,12:08:00,20260407_120800,19,10,33,23
2026-04-07,12:08:05,20260407_120805,19,16,33,29
2026-04-07,12:08:10,20260407_120810,19,10,33,23
2026-04-07,12:08:15,20260407_120815,19,10,33,16
2026-04-07,12:08:20,20260407_120820,19,10,33,23
2026-04-07,12:08:25,20260407_120825,18,98,33,16
2026-04-07,12:08:30,20260407_120830,18,98,33,29
2026-04-07,12:08:35,20260407_120835,19,4,33,35
2026-04-07,12:08:40,20260407_120840,19,10,33,48
2026-04-07,12:08:45,20260407_120845,19,4,33,48
2026-04-07,12:08:50,20260407_120850,18,98,33,48
2026-04-07,12:08:55,20260407_120855,19,4,33,48
2026-04-07,12:09:00,20260407_120900,18,98,33,48
2026-04-07,12:09:05,20260407_120905,18,98,33,35
2026-04-07,12:09:10,20260407_120910,18,98,33,35
2026-04-07,12:09:15,20260407_120915,18,91,33,29
2026-04-07,12:09:20,20260407_120920,18,85,33,23
2026-04-07,12:09:25,20260407_120925,18,79,33,16
2026-04-07,12:09:30,20260407_120930,18,79,32,98
2026-04-07,12:09:35,20260407_120935,18,73,32,91
2026-04-07,12:09:40,20260407_120940,18,73,32,91
2026-04-07,12:09:45,20260407_120945,18,66,32,91
2026-04-07,12:09:50,20260407_120950,18,79,32,85
2026-04-07,12:09:55,20260407_120955,18,73,32,79
2026-04-07,12:10:00,20260407_121000,18,73,32,85
2026-04-07,12:10:05,20260407_121005,18,66,32,79
2026-04-07,12:10:10,20260407_121010,18,85,32,98
2026-04-07,12:10:15,20260407_121015,18,85,32,91
2026-04-07,12:10:20,20260407_121020,18,73,32,91
2026-04-07,12:10:25,20260407_121025,18,85,32,98
2026-04-07,12:10:30,20260407_121030,18,79,32,98
